idx,n_records,confidence,variability,correctness,region
53695,3,0.4894875983397166,0.16225166779286948,0.6666666666666666,Ambiguous
53696,3,0.3045850743850072,0.1878111778636995,0.3333333333333333,Hard-to-learn
53697,3,0.2838398392001788,0.1475258819160692,0.3333333333333333,Hard-to-learn
53698,3,0.03922522192200025,0.008293800344899254,0.0,Hard-to-learn
53699,3,0.4381879319747289,0.2770078591517849,1.0,Easy-to-learn
53700,3,0.22521996746460596,0.1827097802807541,0.3333333333333333,Hard-to-learn
53701,3,0.07098421392341454,0.060812017595187576,0.0,Hard-to-learn
53702,3,0.24570181593298912,0.18647104144516333,0.3333333333333333,Hard-to-learn
53703,3,0.2889879693587621,0.16864592006351165,0.3333333333333333,Hard-to-learn
53704,3,0.1458773414293925,0.09669077444266301,1.0,Easy-to-learn
53705,3,0.1531149037182331,0.14903751448388947,0.3333333333333333,Hard-to-learn
53706,3,0.00934712216258049,0.00743702328614056,0.0,Hard-to-learn
53707,3,0.04762436946233114,0.021634880601255305,0.0,Hard-to-learn
53708,3,0.893556555112203,0.07352983336099062,1.0,Easy-to-learn
53709,3,0.28297313799460727,0.17799243750676527,0.3333333333333333,Hard-to-learn
53710,3,0.4604830692211787,0.1966934807622474,0.6666666666666666,Ambiguous
53711,3,0.034345819537217416,0.030825157021796334,0.0,Hard-to-learn
53712,3,0.018344744054047624,0.016382348327981095,0.0,Hard-to-learn
53713,3,0.3482402265071869,0.0413798675521643,0.0,Hard-to-learn
53714,3,0.09978473683198293,0.09250564380240699,0.0,Hard-to-learn
53715,3,0.3073275039593379,0.12153538097313166,0.3333333333333333,Hard-to-learn
53716,3,2.650468619928385e-05,1.2761451507148482e-05,0.0,Hard-to-learn
53717,3,0.0753386781240503,0.050497069172448394,0.0,Hard-to-learn
53718,3,0.1103123848636945,0.06307415701200784,0.3333333333333333,Hard-to-learn
53719,3,0.2549315144618352,0.15109091931470767,0.3333333333333333,Hard-to-learn
53720,3,0.2826968218044688,0.20942999545961444,0.3333333333333333,Hard-to-learn
53721,3,0.11994928618272145,0.07861686189572084,0.3333333333333333,Hard-to-learn
53722,3,0.05239475565031171,0.06139909154387251,0.0,Hard-to-learn
53723,3,0.15305609062003592,0.10680461933197931,0.3333333333333333,Hard-to-learn
53724,3,0.010057990982507667,0.007934866872756104,0.0,Hard-to-learn
53725,3,0.02324819366185693,0.01657816185933961,0.0,Hard-to-learn
53726,3,0.014764308856683783,0.017454648916077137,0.3333333333333333,Hard-to-learn
53727,3,0.006200862636129993,0.007439222402090917,0.0,Hard-to-learn
53728,3,0.032807424354056515,0.029581196361930486,0.0,Hard-to-learn
53729,3,0.0036915891553993183,0.00264975456079946,0.0,Hard-to-learn
53730,3,0.11267449706792831,0.04106019562722035,0.0,Hard-to-learn
53731,3,0.3203581968943278,0.09127227844722749,0.6666666666666666,Ambiguous
53732,3,0.007797135893876354,0.004634479260665311,0.0,Hard-to-learn
53733,3,6.0289878561399966e-05,7.75477878690274e-05,0.0,Hard-to-learn
53734,3,0.06557606781522433,0.028717861018626875,0.0,Hard-to-learn
53735,3,0.8204754789670309,0.15501326068335042,1.0,Easy-to-learn
53736,3,0.4978266656398773,0.08207416964735081,1.0,Easy-to-learn
53737,3,0.6314007143179575,0.22634721645063824,1.0,Easy-to-learn
53738,3,0.04973610583692789,0.05986415996778958,0.0,Hard-to-learn
53739,3,0.5789340237776438,0.2405009940536382,1.0,Easy-to-learn
53740,3,0.02337884984444827,0.017954475184250664,0.0,Hard-to-learn
53741,3,0.012872934574261308,0.0102902382877509,0.0,Hard-to-learn
53742,3,0.14746085616449514,0.09928903748684206,0.3333333333333333,Hard-to-learn
